pre,post,kind,weight
HSNR,PVPR,electrical,1.0
HSNR,BDUR,electrical,1.0
HSNR,PVNR,electrical,2.0
HSNR,DD1,electrical,1.0
ASJR,ASJL,electrical,7.0
ASJR,PVQR,electrical,5.0
ASJR,AIMR,electrical,1.0
PVQR,ASER,electrical,1.0
PVQR,ASKR,electrical,25.0
PVQR,PVQL,electrical,46.0
PVQR,ASJR,electrical,5.0
PVQR,AVHR,electrical,2.0
PVQR,ADAR,electrical,2.0
PVQR,AVFL,electrical,5.0
PVQR,ADER,electrical,2.0
PVQR,PVT,electrical,1.0
PVQR,DVC,electrical,7.0
PVQR,DVB,electrical,1.0
PVQR,PVWR,electrical,1.0
PVQR,PDA,electrical,1.0
AWAL,AWAR,electrical,2.0
AWAL,AIAL,electrical,1.0
AWAL,AIZL,electrical,3.0
AWAL,ADLL,electrical,1.0
AWBL,ASGL,electrical,1.0
AWBL,AIAL,electrical,1.0
AWBL,AWBR,electrical,3.0
AWBL,AUAL,electrical,4.0
AWBL,RMGL,electrical,1.0
AFDL,ADFL,electrical,3.0
AFDL,AIYL,electrical,2.0
AFDL,AIBL,electrical,2.0
AFDL,ASEL,electrical,6.0
AFDL,AFDR,electrical,1.0
AFDL,AVEL,electrical,1.0
AFDL,URBL,electrical,9.0
ASHL,ADFL,electrical,1.0
ASHL,ASKL,electrical,18.0
ASHL,AIZL,electrical,2.0
ASHL,ASHR,electrical,7.0
ASHL,ADAL,electrical,2.0
ASHL,RICL,electrical,5.0
ASHL,RMGL,electrical,3.0
ADAL,ADFL,electrical,5.0
ADAL,PVQL,electrical,4.0
ADAL,ASHL,electrical,2.0
ADAL,ADAR,electrical,3.0
ADAL,AVDR,electrical,2.0
ADAL,OLQVL,electrical,4.0
AWBR,ASER,electrical,1.0
AWBR,AWBL,electrical,3.0
AWBR,ADFR,electrical,1.0
AWBR,AUAR,electrical,3.0
AWBR,RMGR,electrical,1.0
AWBR,RICL,electrical,4.0
ADFR,AWAR,electrical,3.0
ADFR,ASGR,electrical,1.0
ADFR,AIAR,electrical,4.0
ADFR,AWBR,electrical,1.0
ADFR,AFDR,electrical,5.0
ADFR,RIH,electrical,1.0
ADFR,ADAR,electrical,4.0
ADFR,SMBVR,electrical,1.0
ADFR,SMDVR,electrical,2.0
AFDR,ASER,electrical,1.0
AFDR,AWCR,electrical,3.0
AFDR,ASEL,electrical,2.0
AFDR,ASHR,electrical,4.0
AFDR,AIBR,electrical,2.0
AFDR,AFDL,electrical,1.0
AFDR,ADFR,electrical,5.0
AFDR,URBR,electrical,2.0
AFDR,RMDVR,electrical,1.0
RIR,BAGL,electrical,4.0
RIR,BAGR,electrical,5.0
AUAR,AIYR,electrical,1.0
AUAR,AWBR,electrical,3.0
AUAR,AUAL,electrical,2.0
AUAR,URXR,electrical,3.0
AUAR,AINL,electrical,1.0
AIZR,AWAR,electrical,3.0
AIZR,AIZL,electrical,18.0
AIZR,AIBL,electrical,4.0
AIZR,ASGR,electrical,1.0
AIZR,ASHR,electrical,6.0
RIFR,RMGR,electrical,1.0
RIFR,AVJL,electrical,1.0
RIFR,AVG,electrical,3.0
RIFR,DD1,electrical,2.0
RIGR,AIBL,electrical,3.0
RIGR,RMFL,electrical,1.0
RIGR,RIGL,electrical,81.0
RIGR,OLQVR,electrical,6.0
RIGR,OLLR,electrical,5.0
RIGR,BAGL,electrical,2.0
RIGR,RIBR,electrical,2.0
RIGR,AQR,electrical,3.0
RIGR,AVKL,electrical,1.0
RIGR,ADEL,electrical,1.0
RIGR,OLQDR,electrical,4.0
RIGR,URYDR,electrical,3.0
RIGR,AVKR,electrical,2.0
RIGR,VD1,electrical,2.0
AINR,ASIL,electrical,1.0
AINR,ASGL,electrical,1.0
AINR,RIAL,electrical,2.0
AINR,AUAL,electrical,3.0
AINR,BAGL,electrical,3.0
AINR,AINL,electrical,1.0
AINR,ADER,electrical,4.0
AVHR,ASKR,electrical,10.0
AVHR,PVQL,electrical,3.0
AVHR,PVQR,electrical,2.0
AVHR,AVHL,electrical,15.0
AVHR,PVPR,electrical,3.0
AVHR,AVFL,electrical,5.0
AVHR,AVJL,electrical,3.0
AVHR,AVJR,electrical,2.0
AVHR,SIAVL,electrical,1.0
AVHR,PVPL,electrical,4.0
AVHR,PHBL,electrical,2.0
AVHR,AVG,electrical,4.0
AVHR,DA8,electrical,5.0
AVHR,AS11,electrical,17.0
AVHR,PHAR,electrical,2.0
AVHR,PHBR,electrical,2.0
AVHR,DVC,electrical,4.0
AVHR,AVFR,electrical,7.0
AVHR,DD6,electrical,1.0
AVHR,VD12,electrical,13.0
RIGL,AIZL,electrical,1.0
RIGL,RIBL,electrical,3.0
RIGL,RMFL,electrical,1.0
RIGL,AIBR,electrical,3.0
RIGL,RIGR,electrical,81.0
RIGL,BAGL,electrical,1.0
RIGL,OLQVL,electrical,2.0
RIGL,PVPL,electrical,2.0
RIGL,AVKL,electrical,2.0
RIGL,URYDL,electrical,4.0
RIGL,OLLL,electrical,3.0
RIGL,OLQDL,electrical,3.0
RIGL,RMEL,electrical,2.0
RIGL,URYVL,electrical,3.0
RIGL,VD1,electrical,3.0
AVBL,RIBL,electrical,6.0
AVBL,AVBR,electrical,18.0
AVBL,AVAR,electrical,3.0
AVBL,SIBVL,electrical,2.0
AVBL,RIBR,electrical,2.0
AVBL,RID,electrical,2.0
AVBL,AQR,electrical,3.0
AVBL,DVA,electrical,11.0
AVBL,SDQR,electrical,1.0
AVBL,DB7,electrical,13.0
AVBL,PVNR,electrical,5.0
AVBL,VB1,electrical,1.0
AVBL,DB3,electrical,9.0
AVBL,DB4,electrical,4.0
AVBL,VB7,electrical,4.0
AVBL,VB11,electrical,5.0
AVBL,VB5,electrical,3.0
AVBL,VB6,electrical,3.0
AVBL,VB2,electrical,14.0
AVBL,DB5,electrical,3.0
AVBL,AS6,electrical,1.0
AVBL,VB4,electrical,3.0
AVBL,VB8,electrical,4.0
AVBL,DB6,electrical,4.0
AVBL,VB9,electrical,4.0
AVBL,VB10,electrical,4.0
SMBDL,SIADL,electrical,2.0
SMBDL,SAAVR,electrical,1.0
SMBDL,SAADL,electrical,3.0
SMBDL,AVKL,electrical,2.0
SMBDL,SIBVR,electrical,1.0
SMBDL,SIBDL,electrical,1.0
SMBDL,AVKR,electrical,1.0
SMBVL,SIBVL,electrical,2.0
SMBVL,SAAVR,electrical,16.0
SMBVL,AVKL,electrical,6.0
SMBVL,SIBDL,electrical,3.0
URYVR,AVAL,electrical,2.0
OLQVR,CEPVR,electrical,1.0
OLQVR,RIGR,electrical,6.0
OLQVR,URBR,electrical,5.0
OLQVR,RIBR,electrical,6.0
OLQVR,RMDDR,electrical,1.0
OLQVR,RMDVL,electrical,2.0
OLQVR,RMHR,electrical,1.0
AIMR,CEPVR,electrical,1.0
AIMR,ASJR,electrical,1.0
AIMR,SMBVR,electrical,1.0
AIMR,AVKR,electrical,3.0
RIAR,RMDDL,electrical,1.0
RIAR,SIAVR,electrical,1.0
RIAR,RMDDR,electrical,1.0
RIAR,SAAVR,electrical,1.0
RIAR,SIAVL,electrical,1.0
RIAR,SMDDL,electrical,1.0
RIAR,SMDVR,electrical,1.0
AVBR,RIBL,electrical,3.0
AVBR,AVBL,electrical,18.0
AVBR,SIBVL,electrical,4.0
AVBR,RIBR,electrical,3.0
AVBR,RID,electrical,7.0
AVBR,DVA,electrical,3.0
AVBR,PVNL,electrical,7.0
AVBR,DB7,electrical,3.0
AVBR,PVNR,electrical,2.0
AVBR,VB3,electrical,7.0
AVBR,DB2,electrical,3.0
AVBR,DB3,electrical,2.0
AVBR,DB4,electrical,5.0
AVBR,VB7,electrical,3.0
AVBR,VB11,electrical,6.0
AVBR,VB5,electrical,3.0
AVBR,VB6,electrical,4.0
AVBR,VB2,electrical,6.0
AVBR,SIBVR,electrical,1.0
AVBR,DB1,electrical,15.0
AVBR,AS5,electrical,2.0
AVBR,DB5,electrical,4.0
AVBR,AS6,electrical,1.0
AVBR,VB4,electrical,5.0
AVBR,VB8,electrical,4.0
AVBR,DB6,electrical,4.0
AVBR,VB9,electrical,4.0
IL2R,URXR,electrical,4.0
IL2R,RMGR,electrical,1.0
IL2R,URBR,electrical,4.0
OLLR,RIGR,electrical,5.0
OLLR,OLLL,electrical,11.0
ADLL,ADLR,electrical,6.0
ADLL,AWAL,electrical,1.0
ADLL,AVDR,electrical,2.0
ADLL,RMGL,electrical,3.0
URXL,IL2L,electrical,1.0
URXL,RMGL,electrical,3.0
AUAL,AWCL,electrical,1.0
AUAL,AWBL,electrical,4.0
AUAL,AUAR,electrical,2.0
AUAL,AINR,electrical,3.0
AUAL,RMDVL,electrical,2.0
RIVL,AIBL,electrical,1.0
RIVL,SMDVL,electrical,2.0
RIVL,RIVR,electrical,28.0
RIVL,SAADR,electrical,2.0
RIVL,SDQR,electrical,5.0
RIVL,SIBDR,electrical,1.0
SMDVL,SAAVL,electrical,8.0
SMDVL,RIAL,electrical,4.0
SMDVL,RIVL,electrical,2.0
SMDVL,ALNL,electrical,1.0
SMDVL,SMDDR,electrical,1.0
SMDVL,RMDVL,electrical,5.0
SMDVL,RIS,electrical,2.0
SMDVL,VB1,electrical,6.0
SMDVL,RMEV,electrical,1.0
BAGL,RIR,electrical,4.0
BAGL,RIGR,electrical,2.0
BAGL,AINR,electrical,3.0
BAGL,RIGL,electrical,1.0
BAGL,BAGR,electrical,1.0
URXR,AUAR,electrical,3.0
URXR,IL2R,electrical,4.0
URXR,RMGR,electrical,5.0
URXR,RICR,electrical,1.0
RIH,AIZL,electrical,1.0
RIH,ADFR,electrical,1.0
RIH,FLPL,electrical,1.0
RIH,CEPVL,electrical,1.0
RIH,OLQDR,electrical,2.0
ADAR,ASHR,electrical,3.0
ADAR,PVQR,electrical,2.0
ADAR,ADAL,electrical,3.0
ADAR,ADFR,electrical,4.0
ADAR,AVDL,electrical,3.0
AVHL,ASKL,electrical,8.0
AVHL,ASHR,electrical,2.0
AVHL,AVHR,electrical,15.0
AVHL,PVPR,electrical,6.0
AVHL,AVFL,electrical,4.0
AVHL,AVDL,electrical,2.0
AVHL,AVJR,electrical,6.0
AVHL,PHBL,electrical,1.0
AVHL,PVNL,electrical,1.0
AVHL,DB7,electrical,3.0
AVHL,AS11,electrical,3.0
AVHL,PHAL,electrical,1.0
AVHL,PHBR,electrical,10.0
AVHL,LUAL,electrical,1.0
AVHL,AVFR,electrical,11.0
AVHL,AS10,electrical,1.0
AVHL,VD12,electrical,8.0
PVPR,HSNR,electrical,1.0
PVPR,AVHR,electrical,3.0
PVPR,AVHL,electrical,6.0
PVPR,AVAL,electrical,2.0
PVPR,RMGR,electrical,3.0
PVPR,AVJL,electrical,1.0
PVPR,AVEL,electrical,1.0
PVPR,AQR,electrical,61.0
PVPR,PVPL,electrical,2.0
PVPR,PQR,electrical,10.0
PVPR,PVNR,electrical,2.0
PVPR,AVKL,electrical,6.0
PVPR,AVL,electrical,8.0
PVPR,PHAL,electrical,7.0
PVPR,PVT,electrical,17.0
PVPR,DVC,electrical,34.0
PVPR,DD6,electrical,9.0
PVPR,DVB,electrical,4.0
PVPR,VC1,electrical,1.0
PVPR,PVWL,electrical,1.0
PVPR,VD12,electrical,35.0
SMBDR,SAAVL,electrical,2.0
SMBDR,SMBVR,electrical,2.0
SMBDR,RIBR,electrical,2.0
SMBDR,ALNL,electrical,3.0
SMBDR,SIADR,electrical,3.0
SMBDR,SMDDR,electrical,1.0
SMBDR,ALML,electrical,1.0
SMBDR,AVKL,electrical,2.0
SMBDR,AVKR,electrical,9.0
SMBVR,SAAVL,electrical,17.0
SMBVR,ADFR,electrical,1.0
SMBVR,AIMR,electrical,1.0
SMBVR,SMBDR,electrical,2.0
SMBVR,RMGR,electrical,3.0
SMBVR,URBR,electrical,1.0
SMBVR,AVKL,electrical,2.0
SMBVR,SIBDR,electrical,1.0
SMBVR,AVKR,electrical,6.0
AVAL,URYVR,electrical,2.0
AVAL,PVPR,electrical,2.0
AVAL,AVDL,electrical,7.0
AVAL,AVDR,electrical,9.0
AVAL,AVAR,electrical,18.0
AVAL,PVCL,electrical,5.0
AVAL,AVJL,electrical,7.0
AVAL,AVJR,electrical,4.0
AVAL,AVEL,electrical,2.0
AVAL,PVPL,electrical,1.0
AVAL,PVCR,electrical,15.0
AVAL,LUAR,electrical,2.0
AVAL,PVNL,electrical,1.0
AVAL,DA8,electrical,8.0
AVAL,DA1,electrical,2.0
AVAL,VA2,electrical,13.0
AVAL,PLML,electrical,2.0
AVAL,VA9,electrical,5.0
AVAL,PLMR,electrical,1.0
AVAL,VA1,electrical,5.0
AVAL,URYDL,electrical,2.0
AVAL,RIMR,electrical,11.0
AVAL,SABD,electrical,7.0
AVAL,DA2,electrical,7.0
AVAL,VA6,electrical,13.0
AVAL,VA8,electrical,2.0
AVAL,VB11,electrical,2.0
AVAL,PVDR,electrical,6.0
AVAL,PHCL,electrical,1.0
AVAL,PHCR,electrical,3.0
AVAL,LUAL,electrical,2.0
AVAL,DA9,electrical,1.0
AVAL,DA5,electrical,2.0
AVAL,AS10,electrical,5.0
AVAL,VA11,electrical,2.0
AVAL,SABVR,electrical,8.0
AVAL,DA3,electrical,6.0
AVAL,DA4,electrical,2.0
AVAL,VA3,electrical,6.0
AVAL,VA10,electrical,6.0
AVAL,DA6,electrical,4.0
AVAL,VA4,electrical,6.0
AVAL,DA7,electrical,10.0
AVAL,VA7,electrical,2.0
IL2L,ASJL,electrical,1.0
IL2L,URXL,electrical,1.0
IL2L,RMGL,electrical,5.0
IL2L,ADEL,electrical,2.0
IL2L,OLLL,electrical,2.0
IL2L,URBL,electrical,4.0
IL2L,RMER,electrical,2.0
IL2L,RMDL,electrical,2.0
IL2L,URAVL,electrical,1.0
AIML,ASGL,electrical,1.0
AIML,SIBDR,electrical,2.0
AVFL,PVQR,electrical,5.0
AVFL,AVHR,electrical,5.0
AVFL,AVHL,electrical,4.0
AVFL,PVCL,electrical,1.0
AVFL,PVPL,electrical,2.0
AVFL,AVG,electrical,1.0
AVFL,AS11,electrical,2.0
AVFL,PVNR,electrical,1.0
AVFL,AVFR,electrical,31.0
AVFL,VD12,electrical,3.0
AVFL,VC5,electrical,1.0
AVFL,VC4,electrical,1.0
AVDL,ADAR,electrical,3.0
AVDL,AVHL,electrical,2.0
AVDL,AVAL,electrical,7.0
AVDL,AVDR,electrical,6.0
AVDL,AVAR,electrical,2.0
AVDL,AVJR,electrical,1.0
AVDL,FLPL,electrical,5.0
AVDL,PQR,electrical,2.0
AVDL,RIFL,electrical,1.0
AVDL,AVM,electrical,8.0
AVDL,PVNR,electrical,1.0
AVDL,PLML,electrical,3.0
AVDL,FLPR,electrical,9.0
AVDL,PVT,electrical,1.0
AVDL,VA10,electrical,1.0
AVDR,ADAL,electrical,2.0
AVDR,ADLL,electrical,2.0
AVDR,AVAL,electrical,9.0
AVDR,AVDL,electrical,6.0
AVDR,AVAR,electrical,15.0
AVDR,AVJL,electrical,6.0
AVDR,ALMR,electrical,2.0
AVDR,SIADL,electrical,1.0
AVDR,PVCR,electrical,2.0
AVDR,PQR,electrical,3.0
AVDR,PVNL,electrical,1.0
AVDR,PVNR,electrical,1.0
AVDR,PLML,electrical,2.0
AVDR,FLPR,electrical,2.0
AVDR,SIBDL,electrical,1.0
AVDR,PVWR,electrical,1.0
RIML,AIYL,electrical,5.0
RIML,RMFL,electrical,3.0
RIML,AIBR,electrical,2.0
RIML,AVAR,electrical,8.0
RIML,AVER,electrical,9.0
RIML,AVEL,electrical,10.0
RIML,SIADL,electrical,1.0
RIML,RIS,electrical,2.0
RIML,RMDL,electrical,1.0
AVAR,ASHR,electrical,2.0
AVAR,AVBL,electrical,3.0
AVAR,AVAL,electrical,18.0
AVAR,AVDL,electrical,2.0
AVAR,AVDR,electrical,15.0
AVAR,RIML,electrical,8.0
AVAR,AVER,electrical,2.0
AVAR,PVCL,electrical,10.0
AVAR,AVJR,electrical,3.0
AVAR,RMDR,electrical,2.0
AVAR,SAAVR,electrical,1.0
AVAR,PVCR,electrical,22.0
AVAR,PQR,electrical,17.0
AVAR,PHBL,electrical,1.0
AVAR,LUAR,electrical,4.0
AVAR,DA8,electrical,5.0
AVAR,DA1,electrical,9.0
AVAR,PLML,electrical,3.0
AVAR,VA9,electrical,5.0
AVAR,VA1,electrical,7.0
AVAR,RIMR,electrical,2.0
AVAR,DA2,electrical,3.0
AVAR,VA8,electrical,2.0
AVAR,VA12,electrical,3.0
AVAR,PVDL,electrical,4.0
AVAR,PVT,electrical,2.0
AVAR,PHCR,electrical,1.0
AVAR,DA9,electrical,4.0
AVAR,URYDR,electrical,5.0
AVAR,RMDVR,electrical,1.0
AVAR,URYVL,electrical,1.0
AVAR,SIBDL,electrical,1.0
AVAR,DA5,electrical,5.0
AVAR,AS10,electrical,2.0
AVAR,VD11,electrical,1.0
AVAR,PVWR,electrical,2.0
AVAR,VA5,electrical,5.0
AVAR,VA11,electrical,16.0
AVAR,SABVL,electrical,15.0
AVAR,SABVR,electrical,2.0
AVAR,DA3,electrical,7.0
AVAR,DA4,electrical,2.0
AVAR,VA3,electrical,3.0
AVAR,VA10,electrical,4.0
AVAR,DA6,electrical,4.0
AVAR,AS3,electrical,1.0
AVAR,VA4,electrical,3.0
AVAR,AS5,electrical,3.0
AVAR,VA7,electrical,5.0
AVAR,AS6,electrical,2.0
RMGR,ASHR,electrical,3.0
RMGR,ASKR,electrical,1.0
RMGR,AWBR,electrical,1.0
RMGR,RIFR,electrical,1.0
RMGR,IL2R,electrical,1.0
RMGR,URXR,electrical,5.0
RMGR,PVPR,electrical,3.0
RMGR,SMBVR,electrical,3.0
RMGR,RMHL,electrical,1.0
RMGR,ALNR,electrical,1.0
RMGR,RMHR,electrical,4.0
AVER,ASHR,electrical,1.0
AVER,ALA,electrical,3.0
AVER,RIML,electrical,9.0
AVER,AVAR,electrical,2.0
AVER,AVEL,electrical,5.0
AVER,RMDDL,electrical,2.0
AVER,RMDR,electrical,5.0
AVER,SMDDR,electrical,1.0
AVER,RMDVL,electrical,1.0
AVER,RIFL,electrical,1.0
AVER,DA1,electrical,1.0
AVER,RIMR,electrical,11.0
AVER,RMEV,electrical,1.0
AVER,RMDVR,electrical,7.0
AVER,AVKR,electrical,1.0
AVER,AS1,electrical,1.0
PVCL,AVAL,electrical,5.0
PVCL,AVFL,electrical,1.0
PVCL,AVAR,electrical,10.0
PVCL,AVJL,electrical,3.0
PVCL,AVJR,electrical,3.0
PVCL,DVA,electrical,3.0
PVCL,PVCR,electrical,67.0
PVCL,PQR,electrical,2.0
PVCL,PHBL,electrical,3.0
PVCL,PVNL,electrical,2.0
PVCL,DA8,electrical,17.0
PVCL,DB7,electrical,8.0
PVCL,PDEL,electrical,2.0
PVCL,PDER,electrical,1.0
PVCL,PLML,electrical,4.0
PVCL,VA12,electrical,18.0
PVCL,VB11,electrical,4.0
PVCL,LUAL,electrical,1.0
PVCL,DD6,electrical,1.0
PVCL,PVWL,electrical,4.0
PVCL,VD13,electrical,1.0
PVCL,DA4,electrical,1.0
PVCL,DA7,electrical,1.0
PVCL,VB10,electrical,2.0
OLQVL,RIBL,electrical,2.0
OLQVL,ADAL,electrical,4.0
OLQVL,RIGL,electrical,2.0
OLQVL,RMDDL,electrical,3.0
OLQVL,CEPVL,electrical,4.0
AVJL,RIFR,electrical,1.0
AVJL,AVHR,electrical,3.0
AVJL,PVPR,electrical,1.0
AVJL,AVAL,electrical,7.0
AVJL,AVDR,electrical,6.0
AVJL,PVCL,electrical,3.0
AVJL,AVJR,electrical,10.0
AVJL,RIS,electrical,15.0
AVJL,PVCR,electrical,19.0
AVJL,PQR,electrical,5.0
AVJL,LUAR,electrical,1.0
AVJL,PVNL,electrical,5.0
AVJL,PVT,electrical,1.0
AVJL,LUAL,electrical,5.0
AVJL,PVWL,electrical,3.0
AVJL,PVWR,electrical,5.0
AVJL,PDB,electrical,2.0
AVJR,AVHR,electrical,2.0
AVJR,AVHL,electrical,6.0
AVJR,AVAL,electrical,4.0
AVJR,AVDL,electrical,1.0
AVJR,AVAR,electrical,3.0
AVJR,PVCL,electrical,3.0
AVJR,AVJL,electrical,10.0
AVJR,ADER,electrical,1.0
AVJR,PVCR,electrical,1.0
AVJR,PQR,electrical,2.0
AVJR,PHBL,electrical,1.0
AVJR,LUAR,electrical,1.0
AVJR,PVNL,electrical,1.0
AVJR,AVG,electrical,1.0
AVJR,PVNR,electrical,5.0
AVJR,PHCR,electrical,1.0
URBR,AFDR,electrical,2.0
URBR,OLQVR,electrical,5.0
URBR,IL2R,electrical,4.0
URBR,SMBVR,electrical,1.0
URBR,OLQDR,electrical,7.0
RICL,ASHL,electrical,5.0
RICL,AWBR,electrical,4.0
RICL,AVKR,electrical,4.0
RICR,ASHR,electrical,4.0
RICR,AIBR,electrical,1.0
RICR,URXR,electrical,1.0
RICR,RMHR,electrical,1.0
RICR,AVKL,electrical,2.0
RIPR,I1R,electrical,2.0
RIPR,RIPL,electrical,2.0
RIPR,RMED,electrical,4.0
SIBVL,AVBL,electrical,2.0
SIBVL,SMBVL,electrical,2.0
SIBVL,AVBR,electrical,4.0
SIBVL,SIAVL,electrical,2.0
SIBVL,SDQR,electrical,2.0
SIBVL,PVCR,electrical,1.0
SIBVL,ADEL,electrical,1.0
SIBVL,RMDL,electrical,2.0
SIBVL,SIBVR,electrical,1.0
SIBVL,SIBDL,electrical,8.0
BAGR,RIR,electrical,5.0
BAGR,BAGL,electrical,1.0
BAGR,AVEL,electrical,1.0
AINL,ASGR,electrical,1.0
AINL,AUAR,electrical,1.0
AINL,AINR,electrical,1.0
AINL,ADEL,electrical,2.0
RIBR,RIBL,electrical,15.0
RIBR,RIGR,electrical,2.0
RIBR,AVBL,electrical,2.0
RIBR,OLQVR,electrical,6.0
RIBR,AVBR,electrical,3.0
RIBR,SMBDR,electrical,2.0
RIBR,RIBR,electrical,5.0
RIBR,SIAVR,electrical,2.0
RIBR,SIADR,electrical,3.0
RIBR,SMDDR,electrical,2.0
RIBR,SMDDL,electrical,4.0
RIBR,SIBDR,electrical,2.0
RIBR,OLQDR,electrical,5.0
RIBR,SIBVR,electrical,6.0
AVEL,AFDL,electrical,1.0
AVEL,PVPR,electrical,1.0
AVEL,AVAL,electrical,2.0
AVEL,RIML,electrical,10.0
AVEL,AVER,electrical,5.0
AVEL,BAGR,electrical,1.0
AVEL,RMGL,electrical,2.0
AVEL,RIS,electrical,3.0
AVEL,RIMR,electrical,7.0
AVEL,AVL,electrical,1.0
AVEL,SMDVR,electrical,1.0
AVEL,RMEV,electrical,1.0
AVEL,RMDVR,electrical,2.0
AVEL,AS1,electrical,2.0
RID,ALA,electrical,4.0
RID,AVBL,electrical,2.0
RID,AVBR,electrical,7.0
RID,RID,electrical,5.0
RID,AS11,electrical,1.0
RID,DB3,electrical,1.0
RID,DA9,electrical,1.0
RID,PDB,electrical,2.0
RID,DB1,electrical,2.0
URAVR,IL1VR,electrical,4.0
RIVR,AIBR,electrical,3.0
RIVR,RIVL,electrical,28.0
RIVR,SAADL,electrical,1.0
RIVR,SDQR,electrical,3.0
RIVR,SMDVR,electrical,8.0
AQR,RIGR,electrical,3.0
AQR,AVBL,electrical,3.0
AQR,PVPR,electrical,61.0
AQR,PVPL,electrical,41.0
AQR,AVKL,electrical,7.0
AQR,AVKR,electrical,2.0
IL1DL,IL1L,electrical,2.0
IL1DL,RMEV,electrical,1.0
IL1DL,IL1DR,electrical,3.0
RMGL,AWBL,electrical,1.0
RMGL,ASHL,electrical,3.0
RMGL,ADLL,electrical,3.0
RMGL,URXL,electrical,3.0
RMGL,IL2L,electrical,5.0
RMGL,AVEL,electrical,2.0
RMGL,RMDDR,electrical,1.0
RMGL,RMHL,electrical,6.0
RMGL,ALML,electrical,3.0
RMGL,AVFR,electrical,1.0
ALMR,AVDR,electrical,2.0
ALMR,PVR,electrical,3.0
ALMR,SDQR,electrical,2.0
ALMR,AVM,electrical,16.0
CEPDR,OLQDR,electrical,8.0
RMDDL,RIAR,electrical,1.0
RMDDL,AVER,electrical,2.0
RMDDL,OLQVL,electrical,3.0
RMDDL,RMDVL,electrical,2.0
RMDDL,SMDDL,electrical,3.0
RMDDL,RMDL,electrical,1.0
RMDDL,IL1VL,electrical,1.0
RMDDL,SIBVR,electrical,2.0
RMDR,AVAR,electrical,2.0
RMDR,AVER,electrical,5.0
RMDR,RIS,electrical,1.0
RMDR,RMDVR,electrical,1.0
SIADL,RIBL,electrical,2.0
SIADL,SMBDL,electrical,2.0
SIADL,AVDR,electrical,1.0
SIADL,RIML,electrical,1.0
SIADL,RMDDR,electrical,1.0
SIAVR,RIAR,electrical,1.0
SIAVR,RIBR,electrical,2.0
SIAVR,RMDVL,electrical,1.0
SIAVR,DVA,electrical,1.0
SIAVR,SDQR,electrical,1.0
SIAVR,RMDL,electrical,1.0
ALNL,SMDVL,electrical,1.0
ALNL,SMBDR,electrical,3.0
ALNL,SMDDR,electrical,2.0
RMDDR,OLQVR,electrical,1.0
RMDDR,RIAR,electrical,1.0
RMDDR,RMGL,electrical,1.0
RMDDR,SIADL,electrical,1.0
RMDDR,SMDDR,electrical,1.0
RMDDR,SAADR,electrical,1.0
RMDDR,ALML,electrical,2.0
RMDDR,ADEL,electrical,1.0
RMDDR,RMDL,electrical,1.0
RMDDR,RMDVR,electrical,5.0
RMHL,RMGR,electrical,1.0
RMHL,RMGL,electrical,6.0
RMHL,SMDDL,electrical,1.0
RMHL,SIBVR,electrical,3.0
SIADR,AIBL,electrical,1.0
SIADR,SMBDR,electrical,3.0
SIADR,RIBR,electrical,3.0
SIADR,SMDDR,electrical,1.0
SIADR,SDQL,electrical,1.0
SIADR,FLPL,electrical,1.0
SIADR,DVA,electrical,1.0
SIADR,RIMR,electrical,1.0
ALNR,RMGR,electrical,1.0
ALNR,ADER,electrical,2.0
ALNR,PVR,electrical,16.0
ALNR,SMDDL,electrical,1.0
ADER,PVQR,electrical,2.0
ADER,AINR,electrical,4.0
ADER,AVJR,electrical,1.0
ADER,ALNR,electrical,2.0
ADER,AVKL,electrical,4.0
ADER,PVM,electrical,1.0
ADER,FLPR,electrical,4.0
SAAVR,SAAVL,electrical,1.0
SAAVR,RMFL,electrical,1.0
SAAVR,SMBDL,electrical,1.0
SAAVR,SMBVL,electrical,16.0
SAAVR,RIAR,electrical,1.0
SAAVR,AVAR,electrical,1.0
SAAVR,DVA,electrical,1.0
SAAVR,SMDDL,electrical,4.0
SAAVR,VB1,electrical,1.0
SAAVR,RMDVR,electrical,9.0
SMDDR,ASGL,electrical,2.0
SMDDR,AIBL,electrical,1.0
SMDDR,ASJL,electrical,1.0
SMDDR,SMDVL,electrical,1.0
SMDDR,SMBDR,electrical,1.0
SMDDR,AVER,electrical,1.0
SMDDR,RIBR,electrical,2.0
SMDDR,ALNL,electrical,2.0
SMDDR,RMDDR,electrical,1.0
SMDDR,SIADR,electrical,1.0
SMDDR,RIS,electrical,5.0
SMDDR,VD1,electrical,5.0
PLNL,PHBL,electrical,1.0
PLNL,PHAL,electrical,1.0
PLNL,PHCL,electrical,2.0
SAADL,SMBDL,electrical,3.0
SAADL,RIVR,electrical,1.0
SAADL,SDQR,electrical,1.0
SAADL,RMDVR,electrical,1.0
SIAVL,RIBL,electrical,1.0
SIAVL,AIBR,electrical,1.0
SIAVL,AVHR,electrical,1.0
SIAVL,RIAR,electrical,1.0
SIAVL,SIBVL,electrical,2.0
SIAVL,RMDVR,electrical,1.0
SIAVL,SIBDL,electrical,2.0
PLNR,VA2,electrical,2.0
PLNR,PLMR,electrical,1.0
PLNR,PHAR,electrical,6.0
SAADR,RMFL,electrical,1.0
SAADR,RIVL,electrical,2.0
SAADR,RMDDR,electrical,1.0
RMDVL,SAAVL,electrical,3.0
